Gene Symbol,Name,Entrez GeneId,Genome Location,Tier,Hallmark,Chr Band,Somatic,Germline,Tumour Types(Somatic),Tumour Types(Germline),Cancer Syndrome,Tissue Type,Molecular Genetics,Role in Cancer,Mutation Types,Translocation Partner,Other Germline Mut,Other Syndrome,Synonyms
PBRM1,polybromo 1,55193,3:52547841-52685836,1,Yes,21.1,yes,,"clear cell renal carcinoma, breast",,,E,Rec,TSG,"Mis, N, F, S, D, O",,,,"55193,BAF180,ENSG00000163939.18,PB1,PBRM1,Q86U86"
PBX1,pre-B-cell leukemia transcription factor 1,5087,1:164559635-164851831,1,Yes,23.3,yes,,"pre B-ALL, myoepithelioma",,,"L, M",Dom,"oncogene, fusion",T,"TCF3, EWSR1",,,"5087,ENSG00000185630.18,P40424,PBX1"
PCM1,pericentriolar material 1  (PTC4),5108,8:17922840-18027968,1,,22,yes,,"papillary thyroid, CML, MPN",,,"E, L",Dom,fusion,T,"RET, JAK2",,,"5108,ENSG00000078674.17,PCM1,PTC4,Q15154"
PDCD1LG2,programmed cell death 1 ligand 2,80380,9:5510570-5571254,1,Yes,24.1,yes,,"PMBL, Hodgkin lymphoma",,,L,Dom,"oncogene, fusion",T,CIITA,,,"80380,B7-DC,Btdc,CD273,ENSG00000197646.7,PD-L2,PDCD1LG2,PDL2,Q9BQ51,bA574F11.2"
PDE4DIP,phosphodiesterase 4D interacting protein (myomegalin),9659,1:148889463-149033016,1,,21.2,yes,,MPN,,,L,Dom,fusion,T,PDGFRB,,,"9659,CMYA2,ENSG00000178104.19,KIAA0454,KIAA0477,MMGL,PDE4DIP,Q5VU43"
PDGFB,platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog),5155,22:39223359-39244751,1,,13.1,yes,,DFSP,,,M,Dom,"oncogene, fusion",T,COL1A1,,,"5155,ENSG00000100311.16,P01127,PDGFB,SIS,SSV"
PDGFRA,"platelet-derived growth factor, alpha-receptor",5156,4:54229097-54298247,1,Yes,12,yes,yes,"GIST, idiopathic hypereosinophilic syndrome, paediatric glioblastoma",GIST,familial gastrointestinal stromal tumour,"L, M, O",Dom,"oncogene, fusion","Mis, O, T",FIP1L1,,,"5156,CD140a,ENSG00000134853.11,GAS9,P16234,PDGFR2,PDGFRA"
PDGFRB,"platelet-derived growth factor receptor, beta polypeptide",5159,5:150113837-150155860,1,,32,yes,,"MPN, AML, CMML, CML",,,L,Dom,"oncogene, fusion",T,"ETV6, TRIP11, HIP1, RABEP1, H4, NIN, SPECC1, PDE4DIP",,,"5159,CD140b,ENSG00000113721.13,JTK12,P09619,PDGFR,PDGFR1,PDGFRB"
PER1,period homolog 1 (Drosophila),5187,17:8140472-8152435,1,Yes,13.1,yes,,"AML, CMML",,,L,Dom,"TSG, fusion",T,ETV6,,,"5187,ENSG00000179094.15,O15534,PER,PER1,RIGUI"
PHF6,PHD finger protein 6,84295,X:134373312-134428789,1,Yes,26.2,yes,,ETP ALL,,,L,Rec,TSG,"F, N, S, Mis",,yes,Boerjeson-Forssman-Lehmann syndrome,"84295,BFLS,BORJ,CENP-31,ENSG00000156531.16,KIAA1823,MGC14797,PHF6,Q8IWS0"
PHOX2B,paired-like homeobox 2b,8929,4:41744082-41748970,1,Yes,13,yes,yes,neuroblastoma,neuroblastoma,familial neuroblastoma,O,Rec,TSG,"Mis, F",,yes,Congenital central hypoventilation syndrome,"8929,ENSG00000109132.6,NBPhox,PHOX2B,PMX2B,Phox2b,Q99453"
PICALM,phosphatidylinositol binding clathrin assembly protein (CALM),8301,11:85958814-86068929,1,Yes,14.2,yes,,"T-ALL, AML",,,L,Dom,fusion,T,"MLLT10, KMT2A",,,"8301,CALM,CLTH,ENSG00000073921.17,PICALM,Q13492"
PIK3CA,"phosphoinositide-3-kinase, catalytic, alpha polypeptide",5290,3:179148523-179240093,1,Yes,26.32,yes,,"colorectal, gastric, glioblastoma, breast",,,"E, O",Dom,oncogene,Mis,,,,"5290,ENSG00000121879.4,P42336,PI3K,PIK3CA"
PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",5291,3:138652699-138759359,1,Yes,22.3,yes,,"SCC, NSCLC",,,E,,oncogene,Mis,,,,"5291,ENSG00000051382.8,P42338,PIK3C1,PIK3CB"
PIK3R1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",5295,5:68215720-68301821,1,Yes,13.1,yes,,"glioblastoma, ovarian, colorectal",,,"E, O",Rec,TSG,"Mis, F, O",,,,"5295,ENSG00000145675.14,GRB1,P27986,PIK3R1,p85,p85-ALPHA"
PIM1,pim-1 oncogene,5292,6:37170203-37175426,1,Yes,21.2,yes,,NHL,,,L,Dom,"oncogene, fusion","T, Mis",BCL6,,,"5292,ENSG00000137193.13,P11309,PIM,PIM1"
PLAG1,pleiomorphic adenoma gene 1,5324,8:56160904-56211279,1,,12.1,yes,,"salivary adenoma, lipoblastoma",,,E,Dom,"oncogene, fusion",T,"TCEA1, LIFR, CTNNB1, CHCHD7, COL1A2, HAS2",,,"5324,ENSG00000181690.7,PLAG1,Q6DJT9,ZNF912"
PLCG1,"phospholipase C, gamma 1",5335,20:41136960-41175721,1,Yes,12,yes,,angiosarcoma,,,E,Dom,"oncogene, fusion",Mis,,,,"5335,ENSG00000124181.14,NCKAP3,P19174,PLC-II,PLC1,PLC148,PLCG1,PLCgamma1"
PML,promyelocytic leukemia,5371,15:73994717-74046771,1,,24.1,yes,,"APL, ALL",,,L,Dom,"TSG, fusion",T,"RARA, PAX5",,,"5371,ENSG00000140464.19,MYL,P29590,PML,RNF71,TRIM19"
PMS2,PMS2 postmeiotic segregation increased 2 (S. cerevisiae),5395,7:5973239-6009125,1,Yes,22.1,,yes,,"colorectal, endometrial, ovarian, medulloblastoma, glioma","hereditary non-polyposis colorectal cancer, Turcot syndrome",E,Rec,TSG,"Mis, N, F",,,,"5395,ENSG00000122512.15,HNPCC4,H_DJ0042M02.9,MLH4,P54278,PMS2,PMSL2"
POLD1,"DNA polymerase delta 1, catalytic subunit",5424,19:50384340-50418010,1,Yes,13.33,yes,yes,CRC,CRC,Lynch syndrome,E,,TSG,Mis,,,,"5424,CDC2,ENSG00000062822.13,POLD,POLD1"
POLE,"polymerase (DNA directed), epsilon, catalytic subunit",5426,12:132623762-132687359,1,Yes,24.33,yes,yes,"colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer",colorectal cancer susceptibility,,E,Rec,TSG,Mis,,yes,FILS syndrome,"5426,ENSG00000177084.16,POLE,POLE1,Q07864"
POLQ,DNA polymerase theta,10721,3:121431431-121546006,1,,13.33,yes,yes,oral SCC,breast cancer,,E,,"oncogene, TSG",Mis,,,,"10721,ENSG00000051341.13,O75417,POLH,POLQ"
POT1,protection of telomeres 1,25913,7:124822386-124929981,1,Yes,31.33,yes,,CLL,,,L,Dom,TSG,"Mis, N",,,,"25913,DKFZp586D211,ENSG00000128513.14,POT1,Q9NUX5,hPot1"
POU2AF1,"POU domain, class 2, associating factor 1 (OBF1)",5450,11:111352252-111379692,1,Yes,23.1,yes,,NHL,,,L,Dom,"oncogene, fusion",T,BCL6,,,"5450,BOB1,ENSG00000110777.11,OBF1,POU2AF1,Q16633"
POU5F1,"POU domain, class 5, transcription factor 1",5460,6:31164337-31170693,1,Yes,21.33,yes,,sarcoma,,,M,Dom,"oncogene, fusion",T,EWSR1,,,"5460,ENSG00000204531.17,MGC22487,OCT3,OTF3,Oct4,POU5F1,Q01860"
PPARG,"peroxisome proliferative activated receptor, gamma",5468,3:12351472-12434356,1,Yes,25.2,yes,,follicular thyroid,,,E,Dom,"TSG, fusion",T,PAX8,yes,"Insulin resistance ; lipodystrophy, familial partial L;diabetes mellitus, insulin-resistantI, with acanthosis nigricans and hypertension","5468,ENSG00000132170.20,NR1C3,P37231,PPARG,PPARG1,PPARG2,PPARgamma"
PPFIBP1,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",8496,12:27524206-27695564,1,,11.23,yes,,"Spitzoid tumour, inflammatory myofibroblastic tumour",,,"E, M",Dom,fusion,T,"ROS1, ALK",,,"8496,ENSG00000110841.13,L2,PPFIBP1,Q86W92,SGT2,hSGT2,hSgt2p"
PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",8493,17:60600183-60666280,1,Yes,23.2,yes,,"glioma, ovarian cancer, breast cancer",,,E,Dom,oncogene,"A, Mis, N, F",,,,"8493,ENSG00000170836.11,O15297,PP2C-DELTA,PPM1D,Wip1"
PPP2R1A,"protein phosphatase 2, scaffolding subunit A, alpha",5518,19:52190039-52229533,1,Yes,13.41,yes,,clear cell ovarian carcinoma,,,E,Dom,TSG,Mis,,,,"5518,ENSG00000105568.17,P30153,PP2A-Aalpha,PP2AA,PPP2R1A,PR65A"
PPP6C,"protein phosphatase 6, catalytic subunit",5537,9:125146574-125189939,1,Yes,33.3,yes,,melanoma,,,E,Dom,TSG,"Mis, N",,,,"5537,ENSG00000119414.11,O00743,PP6,PPP6C"
PRCC,papillary renal cell carcinoma (translocation-associated),5546,1:156767500-156800817,1,,23.1,yes,,papillary renal,,,E,Dom,fusion,T,TFE3,,,"5546,ENSG00000143294.14,PRCC,Q92733,RCCP1"
PRDM1,"PR domain containing 1, with ZNF domain",639,6:106086320-106109938,1,Yes,21,yes,,DLBCL,,,L,Rec,TSG,"D, N, Mis, F, S",,,,"639,BLIMP1,ENSG00000057657.15,O75626,PRDI-BF1,PRDM1"
PRDM16,PR domain containing 16,63976,1:3069211-3438621,1,Yes,36.32,yes,,"MDS, AML",,,L,Dom,"oncogene, fusion",T,MECOM,,,"63976,ENSG00000142611.16,KIAA1675,KMT8F,MEL1,MGC166915,PFM13,PRDM16,Q9HAZ2"
PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",80243,8:67952118-68237030,1,Yes,13.2,yes,,"melanoma, pancreatic ductal adenocarcinoma",,,E,Dom,oncogene,"Mis, N",,,,"80243,DEP.2,DEPDC2,ENSG00000046889.18,FLJ12987,P-REX2,PPP1R129,PREX2,Q70Z35"
PRF1,perforin 1 (pore forming protein),5551,10:70597349-70602775,1,,22.1,,yes,,"various leukaemia, lymphoma",,L,Rec,TSG,M,,yes,Type 2 familial haemophagocytic lymphohistiocytosis,"5551,ENSG00000180644.7,HPLH2,P1,P14222,PFP,PRF1"
PRKACA,protein kinase cAMP-activated catalytic subunit alpha,5566,19:14091688-14117744,1,Yes,13.12,yes,,"fibrolamellar hepatocellular carcinoma, cortisol secreting adrenal adenoma",,,E,Dom,oncogene,"T, Mis, N",DNAJB1,,,"5566,ENSG00000072062.13,P17612,PKACa,PRKACA"
PRKAR1A,"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)",5573,17:68512379-68533423,1,Yes,24.2,yes,yes,papillary thyroid,"myxoma, endocrine, papillary thyroid",Carney complex,"E, M",Dom/Rec,"oncogene, TSG, fusion","T, Mis, N, F, S",RET,,,"5573,CNC1,ENSG00000108946.14,P10644,PRKAR1,PRKAR1A,TSE1"
PRRX1,paired related homeobox 1,5396,1:170663906-170739419,1,,24.2,yes,,AML,,,L,Dom,fusion,T,NUP98,,,"5396,ENSG00000116132.11,P54821,PHOX1,PMX1,PRRX1"
PSIP1,PC4 and SFRS1 interacting protein 1 (LEDGF),11168,9:15464066-15511019,1,Yes,22.3,yes,,AML,,,L,Dom,"oncogene, fusion",T,NUP98,,,"11168,DFS70,ENSG00000164985.14,LEDGF,O75475,PSIP1,PSIP2,p52,p75"
PTCH1,Homolog of Drosophila Patched gene,5727,9:95442980-95508661,1,Yes,22.32,yes,yes,"skin basal cell, medulloblastoma","skin basal cell, medulloblastoma",nevoid basal cell carcinoma syndrome,"E, M",Rec,TSG,"Mis, N, F, S",,,,"5727,BCNS,ENSG00000185920.15,NBCCS,PTCH,PTCH1,Q13635"
PTEN,phosphatase and tensin homolog gene,5728,10:87863113-87971930,1,Yes,23.31,yes,yes,"glioma, prostate, endometrial","harmartoma, glioma, prostate, endometrial","Cowden syndrome, Bannayan-Riley-Ruvalcaba syndrome","L, E, M, O",Dom,TSG,"D, Mis, N, F, S",,,,"5728,BZS,ENSG00000171862.10,MHAM,MMAC1,P60484,PTEN,PTEN1,TEP1"
PTK6,protein tyrosine kinase 6,5753,20:63528001-63537354,1,Yes,13.33,yes,,"renal, gastric, head and neck, ovarian, others",,,E,Dom,"oncogene, TSG","Mis, N",,,,"5753,BRK,ENSG00000101213.6,PTK6,Q13882"
PTPN11,"protein tyrosine phosphatase, non-receptor type 11",5781,12:112419112-112504764,1,Yes,24.13,yes,,"JMML, AML, MDS",,,L,Dom,oncogene,Mis,,yes,Noonan Syndrome,"5781,BPTP3,ENSG00000179295.17,NS1,PTP2C,PTPN11,Q06124,SH-PTP2,SHP-2,SHP2"
PTPN13,"protein tyrosine phosphatase, non-receptor type 13",5783,4:86594315-86815171,1,Yes,21.3,yes,yes,"lung, NSCLC, gastric, peritoneal carcinomatosis",hepatocellular,Familial Hepatocellular Carcinoma,E,Rec,TSG,"Mis, N",,,,"5783,ENSG00000163629.12,PTP-BAS,PTP-BL,PTP1E,PTPL1,PTPN13,Q12923"
PTPRB,"protein tyrosine phosphatase, receptor type, B",5787,12:70515866-70637440,1,Yes,15,yes,,angiosarcoma,,,E,Rec,TSG,"N, Mis, S, F",,,,"5787,ENSG00000127329.15,P23467,PTPB,PTPRB"
PTPRC,"protein tyrosine phosphatase, receptor type, C",5788,1:198639007-198757476,1,,32.1,yes,,T-ALL,,,L,Rec,TSG,"Mis, N, S",,,,"5788,CD45,ENSG00000081237.19,GP180,LCA,P08575,PTPRC,T200"
PTPRK,"protein tyrosine phosphatase, receptor type, K",5796,6:127968977-128520476,1,,22.33,yes,,colorectal,,,E,Dom,"TSG, fusion",T,RSPO3,,,"5796,ENSG00000152894.14,PTPRK,Q15262,R-PTP-kappa"
PTPRT,"protein tyrosine phosphatase, receptor type T",11122,20:42072752-43189969,1,Yes,13.11,yes,,"HNSCC, colorectal cancer, gastric cancer, lung cancer, melanoma",,,E,,TSG,"Mis, N",,,,"11122,ENSG00000196090.12,KIAA0283,PTPRT,RPTPrho"
QKI,"QKI, KH domain containing, RNA binding",9444,6:163414643-163578596,1,Yes,26,yes,,"angiocentric glioma, colorectal cancer",,,"E, O",Dom,"oncogene, TSG","Mis, F, T",MYB,,,"9444,ENSG00000112531.16,Q96PU8,QK3,QKI"
RABEP1,"rabaptin, RAB GTPase binding effector protein 1",9135,17:5282300-5385812,1,Yes,13.2,yes,,CMML,,,L,Dom,fusion,T,PDGFRB,,,"9135,ENSG00000029725.16,Q15276,RAB5EP,RABEP1,RABPT5,neurocrescin,rabaptin-5"
RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",5879,7:6374539-6402520,1,Yes,22.1,yes,,"melanoma, carcinoma",,,E,Dom,oncogene,"Mis, F",,,,"5879,ENSG00000136238.17,P63000,RAC1,Rac-1,TC-25,p21-Rac1"
RAD21,RAD21 homolog (S. pombe),5885,8:116845935-116874866,1,Yes,24.11,yes,,"AML, endometrium, colorectal, lung",,,"L, E",Rec,"oncogene, TSG","Mis, N, F",,yes,Cornelia de Lange syndrome-4,"5885,ENSG00000164754.14,KIAA0078,O60216,RAD21,SCC1,hHR21"
RAD51B,RAD51 paralog B,5890,14:67819779-68611565,1,,24.1,yes,,"lipoma, uterine leiomyoma",,,M,Dom,"TSG, fusion",T,HMGA2,,,"5890,ENSG00000182185.18,R51H2,RAD51B,RAD51L1,REC2,hREC2"
RAF1,v-raf-1 murine leukemia viral oncogene homolog 1,5894,3:12583601-12664226,1,Yes,25.2,yes,,"pilocytic astrocytoma, prostate",,,"O, E",Dom,"oncogene, fusion","T, A","SRGAP3, ESRP1",,,"5894,CRAF,ENSG00000132155.11,P04049,RAF1,Raf-1,c-Raf"
RANBP2,RAN binding protein 2,5903,2:108719481-108785811,1,Yes,13,yes,,inflammatory myofibroblastic tumour,,,M,Dom,"TSG, fusion",T,ALK,,,"5903,ADANE,ANE1,ENSG00000153201.15,NUP358,P49792,RANBP2"
RAP1GDS1,"RAP1, GTP-GDP dissociation stimulator 1",5910,4:98261518-98442334,1,Yes,23,yes,,T-ALL,,,L,Dom,"oncogene, fusion",T,NUP98,,,"5910,ENSG00000138698.14,P52306,RAP1GDS1,SmgGDS"
RARA,"retinoic acid receptor, alpha",5914,17:40309194-40356796,1,,21.2,yes,,APL,,,L,Dom,"oncogene, fusion",T,"PML, ZBTB16, TRIM24, NUMA1, NPM1",,,"5914,ENSG00000131759.17,NR1B1,P10276,RAR,RARA"
RB1,retinoblastoma gene,5925,13:48303726-48481890,1,Yes,14.2,yes,yes,"retinoblastoma, sarcoma, breast, small cell lung carcinoma","retinoblastoma, sarcoma, breast, small cell lung carcinoma",familial retinoblastoma,"L, E, M, O",Rec,TSG,"D, Mis, N, F, S",,,,"5925,ENSG00000139687.14,OSRC,P06400,PPP1R130,RB,RB1"
RBM10,RNA binding motif protein 10,8241,X:47145447-47186812,1,Yes,11.3,yes,,lung adenocarcinoma,,,E,Rec/X,TSG,"Mis, F, N",,yes,TARP syndrome,"8241,DXS8237E,ENSG00000182872.15,GPATC9,GPATCH9,KIAA0122,P98175,RBM10,S1-1,ZRANB5"
RBM15,RNA binding motif protein 15,64783,1:110338506-110346677,1,Yes,13.3,yes,,acute megakaryocytic leukaemia,,,L,Dom,fusion,T,MKL1,,,"64783,ENSG00000162775.14,OTT,OTT1,Q96T37,RBM15"
RECQL4,RecQ protein-like 4,9401,8:144511291-144517826,1,Yes,24.3,,yes,,"osteosarcoma, skin basal cell, skin sqamous cell",Rothmund-Thompson syndrome,M,Rec,"oncogene, TSG","N, F, S",,,,"9401,ENSG00000160957.12,O94761,RECQL4,RecQ4"
REL,v-rel reticuloendotheliosis viral oncogene homolog (avian),5966,2:60881521-60931610,1,,16.1,yes,,Hodgkin lymphoma,,,L,Dom,oncogene,A,,,,"5966,ENSG00000162924.14,I-Rel,Q04864,REL,c-Rel"
RET,ret proto-oncogene,5979,10:43077027-43130351,1,Yes,11.21,yes,yes,"medullary thyroid, papillary thyroid, pheochromocytoma, NSCLC, Spitzoid tumour","medullary thyroid,  papillary thyroid, pheochromocytoma",multiple endocrine neoplasia 2A/2B,"E, O",Dom,"oncogene, fusion","T, Mis, N, F","H4, PRKAR1A, NCOA4, PCM1, GOLGA5, TRIM33, KTN1, TRIM27, HOOK3, KIF5B, CCDC6",yes,Hirschsprung disease,"5979,CDHF12,CDHR16,ENSG00000165731.18,HSCR1,MEN2A,MEN2B,MTC1,P07949,PTC,RET,RET51"
RHOA,ras homolog family member A,387,3:49359145-49412202,1,Yes,21.31,yes,,"diffuse gastric, T cell lymphomas, paediatric Burkitt lymphoma",,,"E, L",Dom,"oncogene, TSG","Mis, F, O",,,,"387,ARH12,ARHA,ENSG00000067560.10,P61586,RHOA,RHOH12,Rho12,RhoA"
RHOH,ras homolog family member H,399,4:40196907-40246967,1,Yes,14,yes,,NHL,,,L,Dom,"TSG, fusion",T,BCL6,,,"399,ARHH,ENSG00000168421.12,Q15669,RHOH,RhoH,TTF"
RMI2,RecQ mediated genome instability 2,116028,16:11345431-11351762,1,,13.13,yes,,"PMBL, Hodgkin lymphoma",,,L,Dom,"TSG, fusion",T,CIITA,,,"116028,BLAP18,C16orf75,ENSG00000175643.8,MGC24665,Q96E14,RMI2"
RNF213,ring finger protein 213,57674,17:80260868-80398786,1,Yes,25.3,yes,,ALCL,,,L,Dom,fusion,T,ALK,,,"57674,ALO17,C17orf27,ENSG00000173821.19,KIAA1554,KIAA1618,MYMY2,NET57,RNF213"
RNF43,ring finger protein 43,54894,17:58353676-58417533,1,Yes,22,yes,,"cholangiocarcinoma, ovary, pancreas",,,E,Rec,TSG,"Mis, N, F, S",,,,"54894,DKFZp781H0392,ENSG00000108375.12,FLJ20315,Q68DV7,RNF43,URCC"
ROS1,v-ros UR2 sarcoma virus oncogene homolog 1 (avian),6098,6:117288300-117425855,1,Yes,22.1,yes,,"glioblastoma, NSCLC, Spitzoid tumour, cholangiocarcinoma, borderline ovarian",,,"O, E",Dom,"oncogene, fusion",T,"GOPC, SDC4, SLC34A2, EZR, LRIG3, HLA-A, MYO5A, PPFIBP1, ERC1, CLIP1, TPM3, ZCCHHC8, KIAA1598, PWWP2A",,,"6098,ENSG00000047936.10,MCF3,P08922,ROS,ROS1,c-ros-1"
RPL10,ribosomal protein L10,6134,X:154398230-154402339,1,,28,yes,,T-ALL,,,L,Dom,TSG,Mis,,,,"6134,DXS648,DXS648E,ENSG00000147403.16,FLJ23544,L10,NOV,P27635,QM,RPL10"
RPL22,ribosomal protein L22 (EAP),6146,1:6185020-6199612,1,,36.31,yes,,"AML, CML",,,L,Dom,"TSG, fusion",T,RUNX1,,,"6146,EAP,ENSG00000116251.9,L22,P35268,RPL22"
RPL5,ribososomal protein L5,6125,1:92831983-92841924,1,Yes,22.1,yes,,T-ALL,,,L,Dom,TSG,"Mis, N, F",,yes,Diamond-Blackfan anaemia,"6125,ENSG00000122406.13,L5,PPP1R135,RPL5,uL18"
RPN1,ribophorin I,6184,3:128619970-128650849,1,,21.3,yes,,AML,,,L,Dom,fusion,T,MECOM,,,"6184,ENSG00000163902.11,OST1,P04843,RPN1"
RSPO2,R-spondin 2,340419,8:107899317-108083648,1,,23.1,yes,,colorectal,,,E,Dom,"TSG, fusion",T,EIF3E,,,"340419,ENSG00000147655.10,MGC35555,Q6UXX9,RSPO2"
RSPO3,R-spondin 3,84870,6:127118604-127197296,1,,22.33,yes,,colorectal,,,E,Dom,"oncogene, fusion",T,PTPRK,,,"84870,ENSG00000146374.13,FLJ14440,Q9BXY4,RSPO3,THSD2"
RUNX1,runt-related transcription factor 1  (AML1),861,21:34787801-35049344,1,,22.12,yes,,"AML, pre B-ALL, T-ALL",,,L,Dom,"oncogene, TSG, fusion",T,"RPL22, MECOM, CBFA2T3, RUNX1T1, ETV6, AFF3",,,"861,AML1,AMLCR1,CBFA2,ENSG00000159216.18,PEBP2A2,Q01196,RUNX1"
RUNX1T1,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",862,8:91954967-92095654,1,Yes,21.3,yes,,AML,,,L,Dom,"oncogene, TSG, fusion",T,"KMT2A, RUNX1",,,"862,AML1T1,CBFA2T1,CDR,ENSG00000079102.16,ETO,MTG8,RUNX1T1,ZMYND2"
SALL4,spalt like transcription factor 4,57167,20:51782331-51802520,1,Yes,13.2,yes,,"colorectal cancer, breast cancer, prostate cancer, glioblastoma, melanoma",,,E,,oncogene,"Mis, F",,,Duane-radial ray syndrome,"57167,ENSG00000101115.12,Q9UJQ4,SALL4,ZNF797,dJ1112F19.1"
SBDS,Shwachman-Bodian-Diamond syndrome protein,51119,7:66987677-66995601,1,,11.21,,yes,,"AML, MDS",Schwachman-Diamond syndrome,L,Rec,TSG,"F, N, O",,,,"51119,CGI-97,ENSG00000126524.9,FLJ10917,Q9Y3A5,SBDS,SDS,SWDS"
SDC4,syndecan 4,6385,20:45325288-45348424,1,,13.12,yes,,NSCLC,,,E,Dom,fusion,T,ROS1,,,"6385,ENSG00000124145.6,P31431,SDC4,SYND4,amphiglycan,ryudocan"
SDHA,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",6389,5:218241-256700,1,Yes,15.33,yes,yes,"GIST, paraganglioma",paraganglioma,paragangliomas-5 (PGL5),"M, O",Rec,TSG,"Mis, N",,,,"6389,ENSG00000073578.16,FP,P31040,SDH2,SDHA,SDHF"
SDHAF2,succinate dehydrogenase complex assembly factor 2,54949,11:61430073-61447529,1,,12.2,,yes,,paraganglioma,familial paraganglioma,M,Rec,TSG,M,,,,"54949,C11orf79,ENSG00000167985.6,FLJ20487,PGL2,Q9NX18,SDH5,SDHAF2"
SDHB,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",6390,1:17018722-17054170,1,,36.13,,yes,,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,TSG,"Mis, N, F",,,,"6390,ENSG00000117118.9,P21912,SDH,SDH1,SDHB"
SDHC,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa",6391,1:161314257-161375340,1,,23.3,,yes,,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,TSG,"Mis, N, F",,,,"6391,CYB560,ENSG00000143252.14,PGL3,Q99643,SDHC,cybL"
SDHD,"succinate dehydrogenase complex, subunit D, integral membrane protein",6392,11:112086773-112095794,1,,23.1,,yes,,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,TSG,"Mis, N, F, S",,,,"6392,ENSG00000204370.10,O14521,PGL,PGL1,SDHD,cybS"
SET,SET translocation,6418,9:128683655-128696400,1,,34.11,yes,,T-ALL,,,L,Dom,"oncogene, fusion",T,NUP214,,,"2PP2A,6418,ENSG00000119335.16,IGAAD,IPP2A2,PHAPII,Q01105,SET,TAF-I,TAF-IBETA"
SETBP1,SET binding protein 1,26040,18:44680898-45068510,1,,12.3,yes,yes,"aCML, sAML, MDS/MPN-U, CMML, JMML",neuroepithelial tumours,Schinzel-Giedion syndrome,L,Dom,"oncogene, fusion","Mis, T",NUP98,,,"26040,ENSG00000152217.17,KIAA0437,Q9Y6X0,SEB,SETBP1"
SETD2,SET domain containing 2,29072,3:47016689-47163967,1,,21.31,yes,,clear cell renal carcinoma,,,E,Rec,TSG,"N, F, S, Mis",,,,"29072,ENSG00000181555.20,FLJ23184,HIF-1,HYPB,KIAA1732,KMT3A,Q9BYW2,SETD2"
SF3B1,"splicing factor 3b, subunit 1, 155kDa",23451,2:197389784-197435091,1,Yes,33.1,yes,,myelodysplastic syndrome,,,L,Dom,oncogene,Mis,,,,"23451,ENSG00000115524.15,Hsh155,O75533,PRPF10,Prp10,SAP155,SF3B1,SF3b155"
SFPQ,splicing factor proline/glutamine rich(polypyrimidine tract binding protein associated),6421,1:35182932-35193148,1,Yes,34.3,yes,,papillary renal,,,E,Dom,"TSG, fusion",T,TFE3,,,"6421,ENSG00000116560.10,P23246,PPP1R140,PSF,SFPQ"
SFRP4,secreted frizzled related protein 4,6424,7:37905932-37916915,1,,14.1,yes,,"colorectal cancer, melanoma, SCC, gastric cancer, oesophageal SCC",,,E,Rec,TSG,Mis,,yes,Pyle disease,"6424,ENSG00000106483.11,FRP-4,FRPHE,FRZB-2,Q6FHJ7,SFRP4,frpHE"
SH2B3,SH2B adaptor protein 3,10019,12:111405948-111451623,1,,24.12,yes,,"MPN, sAML, erythrocytosis, B-ALL",,,L,Rec,TSG,"Mis, F, N",,yes,"Coeliac disease type 13; diabetes mellitus, insulin-dependent;","10019,ENSG00000111252.10,IDDM20,LNK,Q9UQQ2,SH2B3"
SH3GL1,SH3-domain GRB2-like 1 (EEN),6455,19:4360370-4400547,1,,13.3,yes,,AL,,,L,Dom,"oncogene, fusion",T,KMT2A,,,"6455,CNSA1,EEN,ENSG00000141985.9,MGC111371,Q99961,SH3D2B,SH3GL1,SH3P8"
SIX1,SIX homeobox 1,6495,14:60643415-60649462,1,Yes,23.1,yes,,Wilms tumour,,,O,,oncogene,Mis,,,,"6495,DFNA23,ENSG00000126778.9,Q15475,SIX1"
SLC34A2,"solute carrier family 34 (sodium phosphate), member 2",10568,4:25655844-25678748,1,Yes,15.2,yes,,NSCLC,,,E,Dom,"TSG, fusion",T,ROS1,,,"10568,ENSG00000157765.12,NAPI-3B,O95436,SLC34A2"
SLC45A3,"solute carrier family 45, member 3",85414,1:205657851-205680459,1,Yes,32.1,yes,,prostate,,,E,Dom,fusion,T,"ETV1, ETV5, ELK4, ERG, BRAF",,,"85414,ENSG00000158715.5,IPCA-2,IPCA-6,IPCA-8,PCANAP2,PCANAP6,PCANAP8,Q96JT2,SLC45A3,prostein"
